copd_me_3_rrmse_3_11_7_13, mntl_bh_p_me_2_rate_3_11_7_13, circ_me_3_rrmse_3_11_7_13, mntl_bh_p_me_3_rrmse_3_11_7_13, respirtry_me_3_rrmse_3_11_7_13, asthma_me_3_rrmse_3_11_7_13, area_code, mntl_bh_m_me_2_rate_3_11_7_13, hypertens_me_3_rrmse_3_11_7_13, hg_choles_me_2_rate_3_11_7_13, asthma_me_2_rate_3_11_7_13, diabetes_me_2_rate_3_11_7_13, musculo_me_3_rrmse_3_11_7_13, mntl_bh_f_me_3_rrmse_3_11_7_13, mntl_bh_f_me_2_rate_3_11_7_13, area_name, respirtry_me_2_rate_3_11_7_13, musculo_me_2_rate_3_11_7_13, hypertens_me_2_rate_3_11_7_13, arthritis_me_2_rate_3_11_7_13, circ_me_2_rate_3_11_7_13, arthritis_me_3_rrmse_3_11_7_13, diabetes_me_3_rrmse_3_11_7_13, copd_me_2_rate_3_11_7_13, hg_choles_me_3_rrmse_3_11_7_13, mntl_bh_m_me_3_rrmse_3_11_7_13
3.0,12.8245167170112,3.0,3.0,3.0,3.0,25900,11.3137156215002,3.0,32.1392760229611,9.23768916322719,4.3349670099286,3.0,3.0,14.2818788560674,"Port Phillip (C)",28.1666389560363,24.4976487248273,9.71057118712671,12.3595130065381,16.6395449041448,3.0,3.0,1.80489079208009,3.0,3.0
1.0,14.9177066161285,3.0,3.0,3.0,3.0,25990,12.8639544662833,3.0,33.2428791782415,11.8002741841524,3.80599433117,3.0,3.0,17.2886391121953,"Pyrenees (S)",30.4764041416793,29.0440041268345,9.77657089491853,17.3816991335639,17.5364993578753,3.0,1.0,2.13607899962524,3.0,3.0
2.0,12.4921968889095,3.0,1.0,3.0,1.0,26080,11.4161071880236,1.0,33.9458762461682,14.582845932213,3.2121772269161,1.0,1.0,13.5258308669353,"Queenscliffe (B)",31.0041717215141,28.5381744593222,9.81985704799185,13.9198782659197,15.2518959442196,3.0,2.0,1.88061405535309,3.0,1.0
1.0,14.0226704835704,3.0,3.0,3.0,3.0,26170,11.7770622282039,3.0,35.4155478010242,12.6521733705974,3.45437200553892,3.0,3.0,16.3554570023698,"South Gippsland (S)",29.6584291636848,28.2430062747014,9.92024587719605,14.675753134049,17.6143706687208,3.0,1.0,1.94603091876965,3.0,3.0
1.0,13.2096306955661,3.0,3.0,3.0,3.0,26260,11.2937963415625,3.0,36.8611152921561,13.5975411448922,3.52708797795336,3.0,3.0,15.1167250145105,"Southern Grampians (S)",31.088681390351,28.726835711871,9.45716127484704,15.067772454831,17.259967946489,3.0,1.0,2.02086279189958,3.0,3.0
3.0,13.0204293377717,3.0,3.0,3.0,3.0,26350,12.0702841473154,3.0,33.7523329970046,8.81475277418459,4.00952256679513,3.0,3.0,13.9363634650919,"Stonnington (C)",28.384211373333,24.8476069303301,9.65191994758984,12.3167077559513,15.6763189829682,3.0,3.0,1.66923695693933,3.0,3.0
1.0,13.490880531428,3.0,3.0,3.0,3.0,26430,12.1935674258572,3.0,34.2455371810588,13.0057840204167,3.55887305269525,3.0,3.0,14.952184792613,"Strathbogie (S)",30.5925332698953,28.0741863770485,9.691510880019,14.5609870078898,17.2569939593476,3.0,1.0,2.06631842015398,3.0,3.0
3.0,12.2501505212935,3.0,3.0,3.0,3.0,26490,11.089599737805,3.0,34.1256062981932,12.0145831762475,3.24773069594336,3.0,3.0,13.4110227595021,"Surf Coast (S)",30.3377636795973,27.4036272538546,10.0328704230817,13.7177856771502,15.2460571242377,3.0,3.0,1.84167889455777,3.0,3.0
3.0,13.1617646933129,3.0,3.0,3.0,3.0,26610,11.7038983534202,3.0,33.7438554550899,12.8655145791866,4.17714315568931,3.0,3.0,14.7390944068601,"Swan Hill (RC)",29.4934710900845,27.7999596911044,9.72083783024967,15.11452665253,16.7330703007424,3.0,3.0,2.11270729705697,3.0,3.0
1.0,12.8074544102237,3.0,3.0,3.0,3.0,26670,12.1886251784971,3.0,36.9489376082516,12.7184541704161,3.40022977441011,3.0,3.0,13.5472989188966,"Towong (S)",34.3893706935874,28.7122129961999,9.58400610596494,14.6514915936726,18.0776226368676,3.0,1.0,2.2453070023967,3.0,3.0
3.0,14.2915516250837,3.0,3.0,3.0,3.0,26700,11.8146263493897,3.0,33.0261521839007,13.8621660342065,3.72105720776078,3.0,3.0,16.7050918540631,"Wangaratta (RC)",31.6077438956225,28.3757108071357,9.63633822948237,14.527814936948,17.333566797114,3.0,3.0,2.11496195562594,3.0,3.0
1.0,14.2688805031666,3.0,3.0,3.0,3.0,26730,12.4222438824347,3.0,37.1275680030644,15.1650908406447,3.77927886649331,3.0,3.0,16.0406777013744,"Warrnambool (C)",36.7320867041547,27.9772944409812,9.47279451768913,14.9281346555649,17.3035470167922,3.0,1.0,2.24580772753752,3.0,3.0
3.0,14.2988643707251,3.0,3.0,3.0,3.0,26810,11.7123021145716,3.0,32.5424754662593,13.5156884534267,3.91925010007934,3.0,3.0,16.9559460321132,"Wellington (S)",30.859926648734,28.8183369960728,10.3405908217329,16.3501877475485,17.6564465255536,3.0,3.0,2.18219269874151,3.0,3.0
2.0,13.7781055679369,3.0,3.0,3.0,3.0,26890,11.4991192231826,1.0,36.2888194885119,12.676256954779,3.63903573252787,3.0,3.0,16.2835221638071,"West Wimmera (S)",29.9276612252891,30.3974763609452,9.19217310353191,15.9930388812597,17.0767274324479,3.0,1.0,2.04492011956588,3.0,1.0
